TC-ID,軸,REQ-ID,前提の状態,操作,期待する結果,判定のしかた,自動か手動か,実測,証跡,判定
TC-0697,J 回帰,REQ-056 ほか,共有部品=quota,利用箇所 app/[userId]/scores/[scoreId]/page.tsx:344 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0698,J 回帰,REQ-056 ほか,共有部品=quota,利用箇所 app/[userId]/scores/[scoreId]/page.tsx:345 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0699,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/layout.tsx:46 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0700,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/layout.tsx:65 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0701,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/library/page.tsx:67 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0702,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/library/page.tsx:76 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0703,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/page.tsx:77 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0704,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/page.tsx:822 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0705,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/settings/page.tsx:30 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0706,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/settings/page.tsx:63 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0707,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/settings/PlanCard.tsx:25 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0708,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/settings/PlanCard.tsx:35 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0709,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/[userId]/settings/SettingsClient.tsx:20 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0710,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/_libs/plan.ts:122 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0711,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/_libs/plan.ts:129 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0712,J 回帰,REQ-056 ほか,共有部品=planGrant,利用箇所 app/_libs/plan.ts:229 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0713,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/actions/getSignedUploadUrl.ts:80 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0714,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/components/Recorder.tsx:314 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0715,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/components/Recorder.tsx:1051 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0716,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/components/Recorder.tsx:1085 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0717,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/[userId]/lessons/page.tsx:57 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0718,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/[userId]/lessons/[lessonId]/page.tsx:54 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0719,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/[userId]/practice/[category]/[itemId]/page.tsx:301 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0720,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/[userId]/scores/[scoreId]/page.tsx:345 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0721,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/_libs/plan.ts:166 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0722,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/_libs/plan.ts:255 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0723,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/_libs/plan.ts:285 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0724,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/_libs/plan.ts:296 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0725,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/_libs/plan.ts:302 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0726,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/_libs/plan.ts:308 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0727,J 回帰,REQ-056 ほか,共有部品=needsSubscription,利用箇所 app/_libs/plan.ts:311 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0728,J 回帰,REQ-056 ほか,共有部品=isGuest,利用箇所 app/components/Recorder.tsx:314 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0729,J 回帰,REQ-056 ほか,共有部品=isGuest,利用箇所 app/components/Recorder.tsx:1060 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0730,J 回帰,REQ-056 ほか,共有部品=isGuest,利用箇所 app/components/Recorder.tsx:1087 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0731,J 回帰,REQ-056 ほか,共有部品=isGuest,利用箇所 app/_libs/plan.ts:168 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0732,J 回帰,REQ-056 ほか,共有部品=isGuest,利用箇所 app/_libs/plan.ts:256 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0733,J 回帰,REQ-056 ほか,共有部品=isGuest,利用箇所 app/_libs/plan.ts:286 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0734,J 回帰,REQ-056 ほか,共有部品=isGuest,利用箇所 app/_libs/plan.ts:312 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0735,J 回帰,REQ-056 ほか,共有部品=isGuest,利用箇所 app/_libs/viewer.ts:13 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0736,J 回帰,REQ-056 ほか,共有部品=guestTrial,利用箇所 app/components/ArcoResultOverlay.tsx:40 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0737,J 回帰,REQ-056 ほか,共有部品=guestTrial,利用箇所 app/components/ArcoResultOverlay.tsx:47 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0738,J 回帰,REQ-056 ほか,共有部品=guestTrial,利用箇所 app/components/ArcoResultOverlay.tsx:59 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0739,J 回帰,REQ-056 ほか,共有部品=guestTrial,利用箇所 app/components/ArcoResultOverlay.tsx:259 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0740,J 回帰,REQ-056 ほか,共有部品=guestTrial,利用箇所 app/[userId]/scores/[scoreId]/scoreDetail.tsx:4046 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0741,J 回帰,REQ-056 ほか,"共有部品=role === ""guest""",利用箇所 app/[userId]/layout.tsx:52 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0742,J 回帰,REQ-056 ほか,"共有部品=role === ""guest""",利用箇所 app/[userId]/scores/[scoreId]/page.tsx:57 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0743,J 回帰,REQ-056 ほか,"共有部品=role === ""guest""",利用箇所 app/_libs/plan.ts:262 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0744,J 回帰,REQ-056 ほか,共有部品=requestAccountDeletion(,利用箇所 app/actions/requestAccountDeletion.ts:26 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0745,J 回帰,REQ-056 ほか,共有部品=requestAccountDeletion(,利用箇所 app/[userId]/settings/DeleteAccountModal.tsx:57 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0746,J 回帰,REQ-056 ほか,共有部品=SCR11D,利用箇所 app/onboarding/onboardingClient.tsx:565 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0747,J 回帰,REQ-056 ほか,共有部品=SCR11D,利用箇所 app/onboarding/onboardingClient.tsx:595 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0748,J 回帰,REQ-056 ほか,共有部品=SCR11D,利用箇所 app/onboarding/onboardingClient.tsx:648 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0749,J 回帰,REQ-056 ほか,共有部品=SCR11D,利用箇所 app/onboarding/onboardingClient.tsx:799 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0750,J 回帰,REQ-056 ほか,共有部品=SCR11D,利用箇所 app/onboarding/_lib/store.tsx:32 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0751,J 回帰,REQ-056 ほか,共有部品=SCR02B,利用箇所 app/onboarding/onboardingClient.tsx:84 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0752,J 回帰,REQ-056 ほか,共有部品=SCR02B,利用箇所 app/onboarding/onboardingClient.tsx:780 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0753,J 回帰,REQ-056 ほか,共有部品=SCR02B,利用箇所 app/onboarding/_lib/store.tsx:33 を読む/描画する,変更後の型と値で従来どおり動く。stripe モード (本番の現状) で挙動が変わらない,読解 + tsc + 描画,読解,tsc 0 エラー・stripe モードの撮影 9 枚で従来の画面が出る,"tsc, screens/stripe_*.png",読解
TC-0754,K 端末と表示,REQ-040..055,画面=ゲストホーム,幅 320 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=True,screens/k_w320_guest.png,不合格 (横スクロール)
TC-0755,K 端末と表示,REQ-040..055,画面=ゲストホーム,幅 402 (標準) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,標準幅は他の撮影と同じ,screens/*,合格
TC-0756,K 端末と表示,REQ-040..055,画面=ゲストホーム,幅 430/768 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_w768_guest.png,合格
TC-0757,K 端末と表示,REQ-040..055,画面=ゲストホーム,文字を最大 (200%) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=True,screens/k_font200_guest.png,不合格 (横スクロール)
TC-0758,K 端末と表示,REQ-040..055,画面=ゲストホーム,明るい表示と暗い表示 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=True,screens/k_dark_guest.png,不合格 (横スクロール)
TC-0759,K 端末と表示,REQ-040..055,画面=ライブラリ (帯),幅 320 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0760,K 端末と表示,REQ-040..055,画面=ライブラリ (帯),幅 402 (標準) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0761,K 端末と表示,REQ-040..055,画面=ライブラリ (帯),幅 430/768 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0762,K 端末と表示,REQ-040..055,画面=ライブラリ (帯),文字を最大 (200%) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0763,K 端末と表示,REQ-040..055,画面=ライブラリ (帯),明るい表示と暗い表示 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0764,K 端末と表示,REQ-040..055,画面=曲詳細のゲート,幅 320 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0765,K 端末と表示,REQ-040..055,画面=曲詳細のゲート,幅 402 (標準) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0766,K 端末と表示,REQ-040..055,画面=曲詳細のゲート,幅 430/768 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0767,K 端末と表示,REQ-040..055,画面=曲詳細のゲート,文字を最大 (200%) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0768,K 端末と表示,REQ-040..055,画面=曲詳細のゲート,明るい表示と暗い表示 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0769,K 端末と表示,REQ-040..055,画面=/start,幅 320 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_w320_start.png,合格
TC-0770,K 端末と表示,REQ-040..055,画面=/start,幅 402 (標準) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,標準幅は他の撮影と同じ,screens/*,合格
TC-0771,K 端末と表示,REQ-040..055,画面=/start,幅 430/768 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_w768_start.png,合格
TC-0772,K 端末と表示,REQ-040..055,画面=/start,文字を最大 (200%) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_font200_start.png,合格
TC-0773,K 端末と表示,REQ-040..055,画面=/start,明るい表示と暗い表示 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_dark_start.png,合格
TC-0774,K 端末と表示,REQ-040..055,画面=/login,幅 320 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_w320_login.png,合格
TC-0775,K 端末と表示,REQ-040..055,画面=/login,幅 402 (標準) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,標準幅は他の撮影と同じ,screens/*,合格
TC-0776,K 端末と表示,REQ-040..055,画面=/login,幅 430/768 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_w768_login.png,合格
TC-0777,K 端末と表示,REQ-040..055,画面=/login,文字を最大 (200%) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_font200_login.png,合格
TC-0778,K 端末と表示,REQ-040..055,画面=/login,明るい表示と暗い表示 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_dark_login.png,合格
TC-0779,K 端末と表示,REQ-040..055,画面=設定のプランカード,幅 320 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_w320_settings.png,合格
TC-0780,K 端末と表示,REQ-040..055,画面=設定のプランカード,幅 402 (標準) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,標準幅は他の撮影と同じ,screens/*,合格
TC-0781,K 端末と表示,REQ-040..055,画面=設定のプランカード,幅 430/768 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_w768_settings.png,合格
TC-0782,K 端末と表示,REQ-040..055,画面=設定のプランカード,文字を最大 (200%) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_font200_settings.png,合格
TC-0783,K 端末と表示,REQ-040..055,画面=設定のプランカード,明るい表示と暗い表示 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,hscroll=False,screens/k_dark_settings.png,合格
TC-0784,K 端末と表示,REQ-040..055,画面=オンボ SCR-02b,幅 320 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0785,K 端末と表示,REQ-040..055,画面=オンボ SCR-02b,幅 402 (標準) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0786,K 端末と表示,REQ-040..055,画面=オンボ SCR-02b,幅 430/768 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0787,K 端末と表示,REQ-040..055,画面=オンボ SCR-02b,文字を最大 (200%) で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
TC-0788,K 端末と表示,REQ-040..055,画面=オンボ SCR-02b,明るい表示と暗い表示 で撮る,はみ出し・重なり・切れ無し。横スクロール無し。文言は折り返す,playwright 撮影 + 目視,半自動,撮影対象外,人へ: 実機,人へ
